days,vnindex,vn30index,tbill
17/8/2021,1363.09,1494.12,0.421
16/8/2021,1370.96,1500.77,0.42
13/8/2021,1357.05,1484.25,0.42
12/8/2021,1353.05,1477.06,0.42
11/8/2021,1357.79,1487.91,0.42
10/8/2021,1362.43,1494.41,0.42
9/8/2021,1359.86,1497.83,0.42
6/8/2021,1341.45,1476.79,0.424
5/8/2021,1345.55,1486.46,0.425
4/8/2021,1334.74,1472.2,0.414
3/8/2021,1332.44,1469.87,0.393
2/8/2021,1314.22,1448.21,0.452
30/7/2021,1310.05,1447.23,0.453
29/7/2021,1293.6,1427.55,0.453
28/7/2021,1277.07,1407.5,0.454
27/7/2021,1276.93,1409.85,0.454
26/7/2021,1272.71,1403.96,0.456
23/7/2021,1268.83,1401.53,0.457
22/7/2021,1293.67,1428.48,0.454
21/7/2021,1270.79,1406.54,0.454
20/7/2021,1273.29,1411.02,0.454
19/7/2021,1243.51,1374.15,0.464
16/7/2021,1299.31,1438.05,0.464
15/7/2021,1293.92,1430.29,0.464
14/7/2021,1279.91,1410.3,0.464
13/7/2021,1297.54,1440.87,0.463
12/7/2021,1296.3,1443.1,0.464
9/7/2021,1347.14,1494.43,0.464
8/7/2021,1374.68,1521.21,0.464
7/7/2021,1388.55,1538.77,0.464
6/7/2021,1354.79,1488.42,0.48
5/7/2021,1411.13,1557.41,0.52
2/7/2021,1420.27,1554.59,0.52
1/7/2021,1417.08,1545.14,0.52
30/6/2021,1408.55,1529,0.49
29/6/2021,1410.04,1529.97,0.5
28/6/2021,1405.81,1521.41,0.498
25/6/2021,1390.12,1500.3,0.487
24/6/2021,1379.72,1486.96,0.489
23/6/2021,1376.87,1489.53,0.483
22/6/2021,1379.97,1489.24,0.484
21/6/2021,1372.63,1478.29,0.495
18/6/2021,1377.77,1481.3,0.499
17/6/2021,1359.92,1461.91,0.512
16/6/2021,1356.52,1465.58,0.51
15/6/2021,1367.36,1487.04,0.511
14/6/2021,1361.72,1495.51,0.51
11/6/2021,1351.74,1487.61,0.512
10/6/2021,1323.58,1451.18,0.513
9/6/2021,1332.9,1457.76,0.512
8/6/2021,1319.88,1438.97,0.513
7/6/2021,1358.78,1484.1,0.514
4/6/2021,1374.05,1508.35,0.516
3/6/2021,1364.28,1504.37,0.517
2/6/2021,1340.78,1478.85,0.483
1/6/2021,1337.78,1482.92,0.529
31/5/2021,1328.05,1474.78,0.642
28/5/2021,1320.46,1458.78,0.601
27/5/2021,1303.57,1437.38,0.633
26/5/2021,1316.7,1455.11,0.415
25/5/2021,1308.58,1444.01,0.422
24/5/2021,1297.98,1430.48,0.422
21/5/2021,1283.93,1425.04,0.423
20/5/2021,1278.22,1424.92,0.425
19/5/2021,1262.49,1401.71,0.425
18/5/2021,1252.68,1378.59,0.414
17/5/2021,1258.7,1371.36,0.374
14/5/2021,1266.36,1380.02,0.409
13/5/2021,1261.99,1370.18,0.409
12/5/2021,1269.09,1380.17,0.386
11/5/2021,1256.04,1359.19,0.388
10/5/2021,1259.58,1370.66,0.388
7/5/2021,1241.81,1340.73,0.39
6/5/2021,1250.57,1344.64,0.385
5/5/2021,1256.43,1346.89,0.385
4/5/2021,1242.2,1328.03,0.392
29/4/2021,1239.39,1312.28,0.38
28/4/2021,1229.55,1294.06,0.385
27/4/2021,1219.75,1283.81,0.394
26/4/2021,1215.77,1275.04,0.377
23/4/2021,1248.53,1301.39,0.388
22/4/2021,1227.82,1271.53,0.388
20/4/2021,1268.28,1312.68,0.389
19/4/2021,1260.58,1306.22,0.389
16/4/2021,1238.71,1276.87,0.39
15/4/2021,1247.25,1284.2,0.39
14/4/2021,1255.87,1290.77,0.409
13/4/2021,1248.33,1277.35,0.41
12/4/2021,1252.45,1278.19,0.401
9/4/2021,1231.66,1253.26,0.393
8/4/2021,1234.89,1251.81,0.395
7/4/2021,1242.38,1257.77,0.394
6/4/2021,1239.96,1255.36,0.396
5/4/2021,1236.05,1249.9,0.405
2/4/2021,1224.45,1238.03,0.398
1/4/2021,1216.1,1226.16,0.398
31/3/2021,1191.44,1196.24,0.349
30/3/2021,1186.36,1190.86,0.349
29/3/2021,1175.68,1180.07,0.349
26/3/2021,1162.21,1167.19,0.351
25/3/2021,1163.1,1164.64,0.348
24/3/2021,1161.81,1165.61,0.348
23/3/2021,1183.45,1186.98,0.359
22/3/2021,1194.43,1198.54,0.356
19/3/2021,1194.05,1203.36,0.363
18/3/2021,1200.94,1211.54,0.37
17/3/2021,1186.09,1193.45,0.366
16/3/2021,1179.9,1187.84,0.375
15/3/2021,1184.56,1190.86,0.376
12/3/2021,1181.56,1187.81,0.359
11/3/2021,1181.73,1188.71,0.356
10/3/2021,1170.08,1172.26,0.354
9/3/2021,1161.97,1163,0.357
8/3/2021,1168.27,1170,0.354
5/3/2021,1168.69,1173.83,0.365
4/3/2021,1168.52,1174.29,0.364
3/3/2021,1186.95,1195.6,0.365
2/3/2021,1186.61,1194.71,0.374
1/3/2021,1186.17,1191.83,0.373
26/2/2021,1168.47,1173.6,0.376
25/2/2021,1165.43,1169.82,0.347
24/2/2021,1162.01,1167.18,0.347
23/2/2021,1177.64,1182.47,0.335
22/2/2021,1175.04,1180.55,0.353
19/2/2021,1173.5,1180.59,0.359
18/2/2021,1174.38,1187.94,0.351
17/2/2021,1155.78,1174.91,0.355
9/2/2021,1114.93,1129.49,0.359
8/2/2021,1083.18,1092.59,0.36
5/2/2021,1126.91,1135.5,0.356
4/2/2021,1112.19,1117.74,0.361
3/2/2021,1111.29,1117.98,0.362
2/2/2021,1075.53,1079.7,0.357
1/2/2021,1035.51,1029.86,0.349
29/1/2021,1056.61,1048.31,0.323
28/1/2021,1023.94,1010.75,0.329
27/1/2021,1097.17,1083.63,0.322
26/1/2021,1136.12,1125.09,0.329
25/1/2021,1166.05,1154.29,0.335
22/1/2021,1166.78,1156.58,0.349
21/1/2021,1164.21,1151.3,0.35
20/1/2021,1134.68,1116.21,0.337
19/1/2021,1131,1107.32,0.338
18/1/2021,1191.94,1173.34,0.341
15/1/2021,1194.2,1182.2,0.35
14/1/2021,1187.4,1168.99,0.374
13/1/2021,1186.05,1164.57,0.404
12/1/2021,1192.28,1169.03,0.407
11/1/2021,1184.89,1163.4,0.395
8/1/2021,1167.69,1147.86,0.368
7/1/2021,1156.49,1130.59,0.365
6/1/2021,1143.21,1113.72,0.35
5/1/2021,1132.55,1104.3,0.34
4/1/2021,1120.47,1091.87,0.304
31/12/2020,1103.87,1070.77,0.304
30/12/2020,1097.54,1059.16,0.295
29/12/2020,1099.49,1058.39,0.295
28/12/2020,1091.33,1054.23,0.297
25/12/2020,1084.42,1052.13,0.287
24/12/2020,1067.52,1033.95,0.287
23/12/2020,1078.9,1045.7,0.287
22/12/2020,1083.45,1052.23,0.288
21/12/2020,1081.08,1049.71,0.288
18/12/2020,1067.46,1036.65,0.289
17/12/2020,1051.77,1016.95,0.289
16/12/2020,1066.99,1029.72,0.289
15/12/2020,1055.27,1013.02,0.29
14/12/2020,1064.09,1024.28,0.289
11/12/2020,1045.96,1008.65,0.29
10/12/2020,1030.91,994.28,0.291
9/12/2020,1039.13,1004.03,0.291
8/12/2020,1029.26,993.61,0.292
7/12/2020,1029.98,992.01,0.292
4/12/2020,1021.49,984.34,0.292
3/12/2020,1019.8,985.44,0.293
2/12/2020,1014.32,979.95,0.293
1/12/2020,1008.87,976.35,0.293
30/11/2020,1003.08,965.89,0.294
27/11/2020,1010.22,971.11,0.294
26/11/2020,1005.97,964.16,0.294
25/11/2020,999.94,960.63,0.295
24/11/2020,995.76,959.61,0.295
23/11/2020,994.19,960.03,0.296
20/11/2020,990,950.89,0.296
19/11/2020,983.26,944.92,0.296
18/11/2020,973.53,937.67,0.297
17/11/2020,968.9,934.65,0.303
16/11/2020,950.79,915.97,0.308
13/11/2020,966.29,931.2,0.309
12/11/2020,959.28,923,0.309
11/11/2020,952.22,916.68,0.31
10/11/2020,951.9,916.5,0.31
9/11/2020,951.99,917.42,0.311
6/11/2020,938.29,902.91,0.312
5/11/2020,937.75,903.64,0.316
4/11/2020,939.76,905.48,0.313
3/11/2020,935.41,902.14,0.317
2/11/2020,933.68,899.27,0.314
30/10/2020,925.47,892.55,0.315
29/10/2020,919.08,886.68,0.314
28/10/2020,921.05,888.88,0.306
27/10/2020,946.47,915.46,0.316
26/10/2020,950.8,919.56,0.319
23/10/2020,961.26,930.3,0.318
22/10/2020,949.9,918.3,0.318
21/10/2020,939.03,906.1,0.322
20/10/2020,944.42,909.49,0.322
19/10/2020,943.69,903.51,0.323
16/10/2020,943.3,901.59,0.318
15/10/2020,942.76,899.2,0.318
14/10/2020,940.18,892.15,0.328
13/10/2020,929.86,878.35,0.328
12/10/2020,925.83,874.9,0.329
9/10/2020,924,874.53,0.329
8/10/2020,918.84,869.82,0.333
7/10/2020,919.72,870.85,0.332
6/10/2020,915.67,871.37,0.34
5/10/2020,914.68,867.7,0.332
2/10/2020,909.91,861.51,0.323
1/10/2020,914.09,867.58,0.362
30/9/2020,905.21,858.54,0.267
29/9/2020,903.98,856.2,0.27
28/9/2020,912.5,863.31,0.285
25/9/2020,908.27,854.71,0.391
24/9/2020,908.58,853.21,0.387
23/9/2020,912.5,858.3,0.391
22/9/2020,906.19,852.72,0.399
21/9/2020,907.94,851.54,0.41
18/9/2020,900.95,841.26,0.405
17/9/2020,894.04,831.84,0.413
16/9/2020,897.47,834.5,0.423
15/9/2020,896.26,833.33,0.421
14/9/2020,894.57,832.24,0.413
11/9/2020,888.97,825.56,0.422
10/9/2020,888.82,825.85,0.422
9/9/2020,889.32,824.42,0.413
8/9/2020,890.14,827.57,0.413
7/9/2020,888.25,824.36,0.414
4/9/2020,901.54,840.54,0.421
3/9/2020,903.97,843.64,0.417
1/9/2020,891.73,832.03,0.416
31/8/2020,881.65,823.93,0.413
28/8/2020,878.98,821.93,0.401
27/8/2020,874.71,814.55,0.425
26/8/2020,873.47,812.36,0.407
25/8/2020,874.12,815.18,0.408
24/8/2020,868.68,809.69,0.408
21/8/2020,854.78,793.6,0.407
20/8/2020,848.21,786.11,0.417
19/8/2020,851.21,789.41,0.407
18/8/2020,846.43,786.95,0.406
17/8/2020,850.15,791.54,0.402
14/8/2020,850.74,791.98,0.402
13/8/2020,855.05,795.09,0.375
12/8/2020,846.92,788.42,0.444
11/8/2020,843.08,784.57,0.503
10/8/2020,843.2,784.3,0.498
7/8/2020,841.46,782.15,0.504
6/8/2020,840.04,781.6,0.498
5/8/2020,837.8,780.71,0.498
4/8/2020,827.57,768.22,0.507
3/8/2020,814.65,757.86,0.489
31/7/2020,798.39,740.73,0.513
30/7/2020,801.13,746.02,0.513
29/7/2020,790.84,735.16,0.51
28/7/2020,813.36,756.17,0.51
27/7/2020,785.17,729.93,0.501
24/7/2020,829.16,772.29,0.501
23/7/2020,856.75,800.29,0.505
22/7/2020,855.08,797.85,0.501
21/7/2020,861.69,804.7,0.505
20/7/2020,861.4,803.36,0.505
17/7/2020,872.02,814.16,0.51
16/7/2020,876.83,819.83,0.505
15/7/2020,869.91,810.16,0.528
14/7/2020,868.11,805.37,0.547
13/7/2020,868.72,806.17,0.58
10/7/2020,871.21,809.02,0.581
9/7/2020,876.46,817.08,0.563
8/7/2020,864.5,805.06,0.57
7/7/2020,863.42,805.68,0.57
6/7/2020,861.16,803.46,0.57
3/7/2020,847.61,789.87,0.597
2/7/2020,842.38,785.59,0.596
1/7/2020,843.49,786.82,0.597
30/6/2020,825.11,770.53,0.597
29/6/2020,829.36,774.81,0.597
26/6/2020,851.98,795.53,0.563
25/6/2020,854.59,796.51,0.563
24/6/2020,859.71,801.62,0.548
23/6/2020,868.2,807.61,0.623
22/6/2020,871.28,809.97,0.623
19/6/2020,868.56,808.28,0.623
18/6/2020,855.27,797.08,0.657
17/6/2020,854.44,796.43,0.707
16/6/2020,856.13,798.82,0.731
15/6/2020,832.47,778.71,0.755
12/6/2020,863.52,807.76,0.773
11/6/2020,867.37,806.87,0.791
10/6/2020,900.68,839.11,0.856
9/6/2020,899.43,837.02,0.818
8/6/2020,899.92,838.52,0.925
5/6/2020,886.22,826.47,0.939
4/6/2020,883.9,823.77,0.943
3/6/2020,881.17,824.29,0.944
2/6/2020,874.8,818.7,0.99
1/6/2020,878.67,821.47,0.935
29/5/2020,864.47,806.23,0.945
28/5/2020,861.39,804.06,0.975
27/5/2020,857.48,801.36,1.009
26/5/2020,869.13,815.01,1.002
25/5/2020,859.04,807.25,1.063
22/5/2020,852.74,803.14,0.999
21/5/2020,862.73,815.55,0.949
20/5/2020,852.91,803.32,1.262
19/5/2020,845.92,799.31,1.336
18/5/2020,837.01,787.27,1.567
15/5/2020,827.03,773.95,1.588
14/5/2020,832.4,780.73,1.594
13/5/2020,834.21,783.69,1.588
12/5/2020,835.32,782.45,1.588
11/5/2020,828.33,777.13,1.648
8/5/2020,813.73,760.15,1.705
7/5/2020,796.54,739.98,1.747
6/5/2020,782.59,725.94,1.748
5/5/2020,764.16,711.01,1.819
4/5/2020,762.47,709.35,1.896
29/4/2020,769.11,715.33,1.873
28/4/2020,767.21,715.74,1.861
27/4/2020,770.77,719.66,1.875
24/4/2020,776.66,725.05,1.966
23/4/2020,773.91,717.49,2.026
22/4/2020,768.92,714.42,2.106
21/4/2020,766.84,706.65,2.106
20/4/2020,794.97,736.31,2.067
17/4/2020,789.6,734.98,2.079
16/4/2020,780.7,726.57,2.119
15/4/2020,777.22,722.8,2.248
14/4/2020,767.41,713.81,2.175
13/4/2020,765.79,706.37,2.227
10/4/2020,757.94,695.74,2.267
9/4/2020,760.33,697.85,2.193
8/4/2020,748.02,691.17,2.15
7/4/2020,746.69,693.61,2.327
6/4/2020,736.75,682.65,2.595
3/4/2020,701.8,649.15,2.687
1/4/2020,680.23,628.79,2.723
31/3/2020,662.53,610.76,2.632
30/3/2020,662.26,613.02,2.524
27/3/2020,696.06,642.23,2.234
26/3/2020,694.21,646.7,2.053
25/3/2020,690.25,652.31,1.841
24/3/2020,659.21,625.43,1.941
23/3/2020,666.59,632.86,2.034
20/3/2020,709.73,673.7,1.845
19/3/2020,725.94,679.55,1.83
18/3/2020,747.66,700.65,1.689
17/3/2020,745.78,699.73,1.648
16/3/2020,747.86,698.18,1.648
13/3/2020,761.78,716.65,1.629
12/3/2020,769.25,719.21,1.611
11/3/2020,811.35,758.16,1.625
10/3/2020,837.5,789.51,1.651
9/3/2020,835.49,782.85,1.501
6/3/2020,891.44,835.97,1.501
5/3/2020,893.31,839.12,1.531
4/3/2020,889.37,837.99,1.597
3/3/2020,890.61,837.99,1.803
2/3/2020,884.43,835.42,1.849
28/2/2020,882.19,831.97,1.811
27/2/2020,898.44,848.34,1.882
26/2/2020,895.97,841.68,1.847
25/2/2020,909.67,849.58,1.821
24/2/2020,903.34,837.4,1.967
21/2/2020,933.09,868.89,1.848
20/2/2020,938.13,871.4,1.758
19/2/2020,928.76,863.84,1.725
18/2/2020,927.93,861.71,1.738
17/2/2020,934.77,866.27,1.738
14/2/2020,937.45,865.86,1.778
13/2/2020,938.24,864.16,1.72
12/2/2020,937.68,863.23,1.814
11/2/2020,934.67,856.39,1.875
10/2/2020,930.73,852.87,1.887
7/2/2020,940.75,863.49,1.673
6/2/2020,938.54,862.86,1.649
5/2/2020,925.91,845.31,1.638
4/2/2020,929.09,845.52,1.724
3/2/2020,928.14,842.67,1.745
31/1/2020,936.62,848.63,1.515
30/1/2020,959.58,875.82,1.36
22/1/2020,991.46,909.09,1.235
21/1/2020,986.37,906.52,1.211
20/1/2020,978.63,897.4,1.14
17/1/2020,978.96,894.84,1.14
16/1/2020,974.31,891.96,1.1
15/1/2020,967.56,885.36,1.102
14/1/2020,967,884.77,1.247
13/1/2020,965.84,881.79,1.278
10/1/2020,968.54,885.52,1.303
9/1/2020,960.15,877.76,1.303
8/1/2020,948.98,865.18,1.25
7/1/2020,958.88,876.7,1.458
6/1/2020,955.79,872.34,1.47
3/1/2020,965.14,883.28,1.495
2/1/2020,966.67,886.88,1.545
31/12/2019,960.99,879.06,1.483
30/12/2019,965.03,880.29,1.52
27/12/2019,963.51,876.38,1.508
26/12/2019,958.59,872.07,1.483
25/12/2019,960.92,873.18,1.518
24/12/2019,958.88,869.88,1.543
23/12/2019,959.43,868.2,1.543
20/12/2019,956.41,868.37,1.555
19/12/2019,952.26,862.23,1.59
18/12/2019,951.13,863.16,1.604
17/12/2019,954.03,867.44,1.762
16/12/2019,961.47,876.65,1.753
13/12/2019,966.18,880.55,1.68
12/12/2019,968.17,884.8,1.655
11/12/2019,961.78,878.27,1.655
10/12/2019,960.3,873.16,1.68
9/12/2019,966.06,879.94,1.595
6/12/2019,963.56,880.43,1.62
5/12/2019,963.27,879.32,1.883
4/12/2019,965.9,883.56,2.109
3/12/2019,953.43,868.68,2.15
2/12/2019,959.31,875.1,2.187
29/11/2019,970.75,887.47,2.14
28/11/2019,970.39,885.7,2.078
27/11/2019,978.17,895.06,2.093
26/11/2019,976.79,897.5,2.27
25/11/2019,976.35,894.8,2.17
22/11/2019,977.78,892.31,2.17
21/11/2019,987.89,898.23,2.146
20/11/2019,1000.56,917,2.07
19/11/2019,1008.35,926.07,1.772
18/11/2019,1002.91,920.95,1.865
15/11/2019,1010.03,927.36,1.926
14/11/2019,1012.3,928.44,2.157
13/11/2019,1012.77,932.6,2.159
12/11/2019,1018.33,939.82,2.159
11/11/2019,1016.75,939.72,2.176
8/11/2019,1022.49,944.7,2.176
7/11/2019,1024.03,944.25,2.097
6/11/2019,1024.91,942.38,2.297
5/11/2019,1024.34,942.34,2.338
4/11/2019,1022.43,940.25,2.25
1/11/2019,1015.59,933.55,2.153
31/10/2019,998.82,922.68,2.18
30/10/2019,1000.89,925.07,2.265
29/10/2019,995.87,923.97,2.314
28/10/2019,996.48,925.97,2.381
25/10/2019,996.57,927.05,2.345
24/10/2019,993.6,925.25,2.257
23/10/2019,987.79,919.61,2.242
22/10/2019,987.19,916.81,2.329
21/10/2019,983.56,914,2.493
18/10/2019,989.2,919.13,2.474
17/10/2019,989.82,919.1,2.428
16/10/2019,994.46,924.64,2.492
15/10/2019,993.05,923.27,2.632
14/10/2019,993.57,921.91,2.721
11/10/2019,991.84,916.68,2.721
10/10/2019,987.38,913.05,2.702
9/10/2019,987.83,914.54,2.831
8/10/2019,988.22,915.27,2.839
7/10/2019,983.09,907.5,2.839
4/10/2019,987.59,915.16,2.849
3/10/2019,992.45,921.7,2.862
2/10/2019,991.19,919.73,2.864
1/10/2019,999.59,926.31,2.864
30/9/2019,996.56,922.89,2.84
27/9/2019,997.84,924.83,2.839
26/9/2019,990.75,918.1,2.84
25/9/2019,987.3,912.42,2.825
24/9/2019,988.13,910.76,2.78
23/9/2019,985.75,909.98,2.795
20/9/2019,990.36,915.16,2.768
19/9/2019,997.1,918.88,2.71
18/9/2019,995.15,913.48,2.71
17/9/2019,996.74,912.38,2.74
16/9/2019,989.86,908.6,2.684
13/9/2019,987.22,905.05,2.731
12/9/2019,976.07,894.32,2.779
11/9/2019,969.31,885.52,2.77
10/9/2019,970.26,883.04,2.765
9/9/2019,974.12,885.61,2.765
6/9/2019,974.08,885.95,2.766
5/9/2019,976.79,886.1,2.775
4/9/2019,977.63,887.12,2.765
3/9/2019,979.36,888.97,2.77
30/8/2019,984.06,892.51,2.77
29/8/2019,978.59,889.13,2.805
28/8/2019,977.26,886.08,2.83
27/8/2019,976.79,886.91,2.815
26/8/2019,982.88,892.48,2.81
23/8/2019,992.45,900.53,2.78
22/8/2019,997.26,901.29,2.803
21/8/2019,994.38,900.54,2.869
20/8/2019,984.67,894.45,2.865
19/8/2019,981.03,891.78,2.865
16/8/2019,980,892.44,2.88
15/8/2019,979.38,890.78,2.81
14/8/2019,968.91,880.51,2.961
13/8/2019,966.83,877.97,2.977
12/8/2019,975.31,882.23,2.977
9/8/2019,974.34,878.62,2.98
8/8/2019,975.24,875.81,2.97
7/8/2019,965.93,868.27,2.97
6/8/2019,964.61,866.13,2.98
5/8/2019,973.15,872.39,2.96
2/8/2019,991.1,885.29,2.935
1/8/2019,997.39,887.39,2.935
31/7/2019,991.66,883.19,2.93
30/7/2019,986.02,877.92,2.929
29/7/2019,997.94,888.54,2.875
26/7/2019,993.35,887.84,2.825
25/7/2019,994.95,890.41,2.815
24/7/2019,988.41,887.39,2.779
23/7/2019,989.46,888.26,2.78
22/7/2019,982.04,879.62,2.744
19/7/2019,982.34,880.79,2.78
18/7/2019,976.05,870.81,2.828
17/7/2019,982.57,879.75,2.905
16/7/2019,982.11,880.91,2.957
15/7/2019,972.53,873.71,2.988
12/7/2019,975.4,874.99,3.029
11/7/2019,978.63,879.1,3.136
10/7/2019,973.65,876.12,3.185
9/7/2019,969.05,872.21,3.183
8/7/2019,966.35,870.92,3.183
5/7/2019,975.34,880.23,3.175
4/7/2019,973.04,879.72,3.177
3/7/2019,960.39,869.58,3.177
2/7/2019,961.98,872.92,3.197
1/7/2019,965.61,876.26,3.214
28/6/2019,949.94,864.24,3.217
27/6/2019,943.11,854.41,3.217
26/6/2019,959.13,866.81,3.195
25/6/2019,960.13,868.5,3.195
24/6/2019,962.85,868.94,3.193
21/6/2019,959.2,866.53,3.193
20/6/2019,959.18,864.59,3.193
19/6/2019,949.69,854.34,3.197
18/6/2019,944.01,848.17,3.197
17/6/2019,946.95,852.99,3.205
14/6/2019,953.61,861.65,3.193
13/6/2019,950.08,859.68,3.208
12/6/2019,954.17,865.42,3.207
11/6/2019,962.07,870.91,3.207
10/6/2019,962.9,872.49,3.189
7/6/2019,958.28,869.56,3.193
6/6/2019,948.21,861.31,3.208
5/6/2019,951.41,863.69,3.211
4/6/2019,951.16,864.35,3.21
3/6/2019,946.47,864.08,3.216
31/5/2019,959.88,876.29,3.208
30/5/2019,969.34,883.37,3.208
29/5/2019,971.54,883.52,3.225
28/5/2019,972,885.27,3.225
27/5/2019,975.14,889.2,3.225
24/5/2019,970.03,884.48,3.233
23/5/2019,982.71,895.07,3.221
22/5/2019,983.78,897.66,3.24
21/5/2019,986.29,901.36,3.253
20/5/2019,987.13,901.06,3.265
17/5/2019,976.48,890.53,3.252
16/5/2019,975.69,891.93,3.22
15/5/2019,975.64,893.22,3.293
14/5/2019,965.34,882.67,3.293
13/5/2019,958.54,879.64,3.276
10/5/2019,952.55,876.45,3.308
9/5/2019,947.01,871.5,3.34
8/5/2019,951.22,872.78,3.313
7/5/2019,957.56,877.02,3.336
6/5/2019,957.97,878.8,3.378
3/5/2019,974.14,895.42,3.251
2/5/2019,978.5,893.87,3.238
26/4/2019,979.64,890.55,3.18
25/4/2019,974.13,885.65,3.181
24/4/2019,976.92,888.65,3.192
23/4/2019,968,878.29,3.192
22/4/2019,965.86,878.23,3.191
19/4/2019,966.21,880.52,3.213
18/4/2019,962.3,877.02,3.218
17/4/2019,972.1,885.66,3.415
16/4/2019,977.17,887.76,3.415
12/4/2019,982.9,893.1,3.435
11/4/2019,985.95,896.04,3.435
10/4/2019,981.91,893.19,3.441
9/4/2019,988.48,900.07,3.356
8/4/2019,997.56,906.55,3.284
5/4/2019,989.26,904.69,3.257
4/4/2019,986.91,904.33,3.316
3/4/2019,984.46,901.5,3.345
2/4/2019,985.81,903.59,3.321
1/4/2019,988.53,905.87,3.26
29/3/2019,980.76,900.13,3.239
28/3/2019,982.98,901.65,3.275
27/3/2019,975.91,901.76,3.295
26/3/2019,969.79,894.58,3.346
25/3/2019,970.07,893.4,3.257
22/3/2019,988.71,912.27,3.134
21/3/2019,981.78,907.87,3.127
20/3/2019,1002.3,924.12,3.145
19/3/2019,1006.59,927.56,3.088
18/3/2019,1011.86,932.75,3.087
15/3/2019,1004.12,927.06,3.077
14/3/2019,1008.44,934.42,3.053
13/3/2019,1005.41,935.41,2.913
12/3/2019,1001.32,929.86,2.97
11/3/2019,984.6,916.24,2.983
8/3/2019,985.25,914.74,2.944
7/3/2019,994.03,922.29,2.935
6/3/2019,994.49,923.58,3.01
5/3/2019,992.45,923.66,3.01
4/3/2019,993.99,928.42,2.987
1/3/2019,979.63,915.32,2.963
28/2/2019,965.47,904.98,2.945
27/2/2019,990.27,930.54,2.925
26/2/2019,987.06,929.51,2.89
25/2/2019,994.43,939.47,3.088
22/2/2019,988.91,929.5,3.079
21/2/2019,987.57,926.09,3.08
20/2/2019,970.58,911.8,2.875
19/2/2019,964.35,907.82,2.797
18/2/2019,961.3,904.93,2.779
15/2/2019,950.89,897.74,2.718
14/2/2019,952.34,900.12,2.896
13/2/2019,945.25,897.42,2.984
12/2/2019,937.54,888.33,3.107
11/2/2019,926.1,878.67,3.218
1/2/2019,908.67,859.81,3.343
31/1/2019,910.65,866.06,3.333
30/1/2019,915.84,869.16,3.394
29/1/2019,915.93,872.03,3.404
28/1/2019,912.18,868.76,3.404
25/1/2019,908.88,867.7,3.354
24/1/2019,908.79,865.52,3.367
23/1/2019,908.18,861.73,3.367
22/1/2019,906.55,859.17,3.458
21/1/2019,911.05,864.1,3.458
18/1/2019,902.3,854.79,3.393
17/1/2019,901.89,853.34,3.467
16/1/2019,908.7,864.29,3.386
15/1/2019,909.68,865.1,3.492
14/1/2019,901.8,859.42,3.467
11/1/2019,902.71,860.3,3.427
10/1/2019,898.3,857.95,3.578
9/1/2019,896.99,855.51,3.619
8/1/2019,887.44,845.43,3.826
7/1/2019,889.64,851.41,3.864
4/1/2019,880.9,840.17,4.031
3/1/2019,878.22,838.79,4.056
2/1/2019,891.75,855.66,4.121
28/12/2018,892.54,854.99,4.081
27/12/2018,900.81,865.45,4.092
26/12/2018,891.75,861.02,4.091
25/12/2018,897.94,865.69,4.091
24/12/2018,908.56,873.64,3.949
21/12/2018,912.26,873.09,3.98
20/12/2018,918.24,877.03,4.11
19/12/2018,919.24,882.79,4.13
18/12/2018,927.25,890.68,4.148
17/12/2018,933.65,901.41,4.123
14/12/2018,952.04,918.79,4.123
13/12/2018,960.25,928.9,4.122
12/12/2018,961.28,927.7,4.122
11/12/2018,954.58,922.34,4.109
10/12/2018,955.89,922.82,4.109
7/12/2018,958.59,929.59,4.111
6/12/2018,954.82,922.86,4.111
5/12/2018,957.14,925.68,4.093
4/12/2018,958.84,927.46,4.146
3/12/2018,951.59,921.72,4.118
30/11/2018,926.54,894.79,4.16
29/11/2018,926.79,897.58,4.161
28/11/2018,930.2,901.4,4.24
27/11/2018,923.12,895.3,4.257
26/11/2018,921.03,895.05,4.204
23/11/2018,917.97,890.62,4.38
22/11/2018,924.42,898.9,4.339
21/11/2018,922.56,897.1,4.339
20/11/2018,919.02,893.09,4.303
19/11/2018,916.06,888.76,4.327
16/11/2018,898.19,869.24,4.339
15/11/2018,897.15,864.98,4.327
14/11/2018,900.93,871.55,4.42
13/11/2018,905.38,873.87,4.481
12/11/2018,918.12,888.2,4.396
9/11/2018,914.29,885.65,4.381
8/11/2018,926.28,900.4,4.363
7/11/2018,922.16,899.25,4.333
6/11/2018,922.05,899.61,4.269
5/11/2018,925.53,904.83,4.288
2/11/2018,924.86,903.43,4.328
1/11/2018,907.96,887.72,4.328
31/10/2018,914.76,901.57,4.362
30/10/2018,888.69,874.06,4.397
29/10/2018,888.82,874.43,4.368
26/10/2018,900.82,881.06,4.295
25/10/2018,910.17,888.86,4.296
24/10/2018,922.73,896.5,4.269
23/10/2018,939.68,908,4.193
22/10/2018,953.51,922.75,4.144
19/10/2018,958.36,931.69,4.135
18/10/2018,963.47,937.54,4.136
17/10/2018,971.6,945.91,4.164
16/10/2018,963.37,939.41,4.164
15/10/2018,951.64,928.55,4.147
12/10/2018,970.08,943.49,4.147
11/10/2018,945.89,920.02,4.169
10/10/2018,993.96,966.27,4.145
9/10/2018,996.19,967.37,4.099
8/10/2018,996.12,970.28,4.064
5/10/2018,1008.39,980.75,4.078
